epoch,train_loss,train_acc,val_loss,val_acc
1,0.828796,77.54,0.503072,92.94
2,0.265862,92.87,0.435303,95.90
3,0.240792,93.16,0.588548,95.67
4,0.256106,92.38,0.844458,95.90
5,0.290731,91.70,1.131692,95.90
6,0.339530,90.62,20.152559,95.90
7,0.276414,91.11,0.953049,95.90
8,0.262906,92.09,4.999718,89.75
9,0.267847,92.38,4.172135,96.13
10,0.287184,90.92,4.878860,95.90
11,0.260370,91.11,0.390345,95.90
12,0.250752,91.02,0.498865,95.67
13,0.222223,91.99,0.281748,94.99
14,0.216636,91.99,0.248950,95.90
15,0.204255,92.19,0.327368,90.21
16,0.168273,93.95,0.343845,93.39
17,0.161615,94.14,0.442441,95.90
18,0.152107,94.43,0.394339,95.44
19,0.154100,94.14,0.330151,95.22
20,0.123331,95.12,0.338255,95.90
21,0.115633,96.29,0.347739,96.13
22,0.110613,96.09,0.448208,93.39
23,0.108075,95.70,0.397696,95.22
24,0.098603,96.48,0.366977,95.67
25,0.105167,96.29,0.389169,95.22
26,0.091919,96.78,0.387709,95.90
27,0.087637,96.48,0.398099,96.36
28,0.092285,96.78,0.399997,96.36
29,0.080554,96.48,0.399491,95.90
30,0.090284,96.97,0.404476,95.67
