epoch,train_loss,train_acc,val_loss,val_acc
1,0.844791,74.61,0.326391,95.90
2,0.253852,92.97,0.623496,95.67
3,0.224847,93.07,0.766455,95.90
4,0.279477,91.02,0.469568,96.13
5,0.317957,91.50,1.477283,95.90
6,0.295498,91.31,3.805613,95.90
7,0.314609,91.02,1.674330,95.90
8,0.273914,91.99,3.247706,67.43
9,0.293818,91.21,0.797100,91.34
10,0.250617,92.77,0.387280,95.67
11,0.249703,91.41,0.450055,95.90
12,0.237827,92.48,0.405000,95.67
13,0.234253,92.77,0.431260,91.80
14,0.202445,92.68,0.235854,95.90
15,0.214370,92.19,0.294457,96.13
16,0.177646,94.04,0.334395,96.36
17,0.160879,94.73,0.374643,94.76
18,0.167450,93.55,0.278260,94.31
19,0.162636,94.14,0.367444,94.08
20,0.166719,94.14,0.323863,95.22
21,0.144156,94.24,0.306951,94.53
22,0.123499,95.31,0.259899,94.31
23,0.119767,95.31,0.291968,94.76
24,0.123669,95.41,0.318754,95.90
25,0.096029,96.00,0.339339,96.13
26,0.096554,96.19,0.323985,96.13
27,0.089278,96.48,0.325592,95.90
28,0.094457,96.58,0.325903,95.67
29,0.090425,95.90,0.320187,95.44
30,0.073758,96.97,0.324367,95.44
