epoch,train_loss,train_acc,val_loss,val_acc
1,0.551161,82.42,1.211313,63.33
2,0.251371,91.31,0.399599,94.76
3,0.238415,92.97,0.658318,96.13
4,0.214916,92.87,1.473875,95.44
5,0.223423,92.48,3.888495,95.90
6,0.320894,89.65,8.397159,95.90
7,0.651913,88.18,719.887512,95.90
8,1.742809,77.93,nan,95.90
9,0.886808,86.62,nan,95.90
10,0.952885,86.43,nan,95.90
11,0.459749,91.60,nan,95.90
12,0.395360,90.82,nan,95.90
13,0.332264,91.31,nan,95.90
14,0.311478,91.02,nan,95.90
15,0.305276,91.11,nan,95.90
16,0.291578,91.80,226.406815,95.90
17,0.264733,91.89,69.591759,95.90
18,0.258977,92.09,25.178943,96.13
19,0.269939,92.29,5.820244,95.90
20,0.242317,92.09,9.599503,95.90
21,0.243552,92.19,8.507031,95.90
22,0.222767,92.97,6.448189,95.90
23,0.228215,93.36,3.835728,95.90
24,0.228527,93.26,3.029347,95.90
25,0.222800,93.55,2.658304,95.90
26,0.221307,93.36,2.374765,95.90
27,0.209990,93.36,1.880486,95.90
28,0.208131,93.46,1.570189,95.90
29,0.207406,93.75,1.320946,95.90
30,0.199432,94.43,1.136320,96.13
