epoch,train_loss,train_acc,val_loss,val_acc
1,0.824172,76.46,0.286966,95.96
2,0.293265,91.89,0.503954,95.96
3,0.287848,90.72,0.573320,96.19
4,0.324454,90.23,0.350611,95.96
5,0.301418,90.23,2.186188,95.96
6,0.316986,89.55,1.118240,95.96
7,0.325045,91.21,0.753628,95.96
8,0.325088,90.62,7.168379,16.59
9,0.283804,90.53,4.493724,69.96
10,0.249471,91.60,0.310642,91.93
11,0.261441,91.41,0.277481,94.84
12,0.253913,91.41,0.283469,92.83
13,0.237796,91.50,0.269549,93.27
14,0.242153,91.11,0.432847,90.36
15,0.235488,91.31,0.203873,94.84
16,0.196584,92.77,0.222650,95.74
17,0.194955,92.68,0.189270,95.52
18,0.180586,92.77,0.172447,94.84
19,0.181708,93.36,0.215432,94.39
20,0.159816,93.65,0.176039,95.96
21,0.161399,93.46,0.228911,93.72
22,0.156703,93.65,0.194050,95.74
23,0.141550,94.73,0.197097,95.07
24,0.138167,94.63,0.176216,94.84
25,0.129965,94.92,0.168607,95.96
26,0.105612,96.39,0.172253,95.96
27,0.109974,95.70,0.173445,95.96
28,0.108335,96.00,0.175609,95.96
29,0.104876,96.00,0.176479,96.19
30,0.104343,96.48,0.177150,96.19
