epoch,train_loss,train_acc,val_loss,val_acc
1,0.859857,74.32,0.323176,95.68
2,0.288875,91.60,0.451650,95.25
3,0.302993,92.19,0.484655,95.68
4,0.290063,91.11,0.267540,95.46
5,0.299396,91.89,0.831156,95.68
6,0.364653,89.65,0.704977,95.46
7,0.293713,91.31,0.680697,74.73
8,0.302703,91.21,0.417395,93.09
9,0.268161,91.89,0.496002,90.28
10,0.266676,91.31,0.489818,88.12
11,0.247037,92.38,0.417118,93.09
12,0.233746,92.58,0.325828,93.30
13,0.232991,92.48,0.327783,93.74
14,0.229443,91.70,0.291229,96.11
15,0.230413,93.16,0.265087,95.46
16,0.218957,93.46,0.332735,93.74
17,0.232888,92.68,0.193753,95.25
18,0.197425,92.77,0.279823,94.60
19,0.158776,93.95,0.343509,95.46
20,0.164824,94.24,0.244650,95.46
21,0.171871,93.07,0.221528,95.68
22,0.148057,94.04,0.243095,93.74
23,0.163944,94.34,0.200899,96.33
24,0.130646,95.51,0.199470,94.82
25,0.115682,96.48,0.190350,95.90
26,0.106498,95.70,0.179726,96.11
27,0.104083,96.09,0.180349,95.46
28,0.103479,96.09,0.185860,95.03
29,0.088194,96.58,0.186175,95.03
30,0.090530,97.36,0.188242,94.82
