epoch,train_loss,train_acc,val_loss,val_acc
1,0.550018,89.26,0.430250,95.67
2,0.232270,92.48,0.265527,96.36
3,0.236986,92.29,0.547938,95.67
4,0.346336,91.70,10.062411,29.16
5,0.462295,91.31,nan,95.67
6,0.352215,90.92,inf,85.88
7,0.316188,91.41,4.803470,39.86
8,0.309705,91.50,nan,77.45
9,0.373161,90.53,6.138231,41.00
10,0.460648,90.14,10.284387,95.90
11,0.340825,91.21,0.630690,95.90
12,0.319062,90.72,0.384321,87.70
13,0.282250,91.41,0.229201,95.90
14,0.268243,92.09,0.308401,96.81
15,0.288447,91.89,0.276749,95.67
16,0.284371,92.48,0.246641,96.13
17,0.246807,92.77,0.253209,96.13
18,0.246390,92.58,0.242200,96.36
19,0.242521,93.16,0.240853,96.36
20,0.239890,92.97,0.232216,97.04
21,0.236835,93.16,0.262068,95.90
22,0.225527,93.07,0.206727,96.58
23,0.233002,92.77,0.195883,97.04
24,0.211409,93.55,0.208482,96.81
25,0.218971,93.36,0.215923,96.58
26,0.227755,93.07,0.217621,97.04
27,0.224833,92.77,0.219587,96.81
28,0.213403,93.26,0.216475,96.81
29,0.212342,94.14,0.212169,97.27
30,0.224799,93.46,0.211979,97.27
